ADLOADINGTIME	ACCOUNTID	CAMPAIGNID	CREATIVEID	PLACEMENTID	TIMESTAMP	PLATFORM	PLATFORMVERSION	EXTERNALADSERVER	EXTERNALCREATIVEID	EXTERNALPLACEMENTID	EXTERNALSITEID	EXTERNALSUPPLIERID	INTENDEDDEVICETYPE	ACTUALDEVICETYPE	SDK	HOSTWINDOWHEIGHT	HOSTWINDOWWIDTH	TOPMOSTREACHABLEWINDOWHEIGHT	TOPMOSTREACHABLEWINDOWWIDTH	DEVICEORIENTATION	NETWORKTYPE	CDNNAME	CREATIVETYPE	GEOIP_LNG	GEOIP_LAT	GEOIP_TIMEZONE	GEOIP_COUNTRY	GEOIP_REGION	GEOIP_CITY	GEOIP_AREACODE	GEOIP_METROCODE	GEOIP_DMACODE	UA_HARDWARETYPE	UA_DEVICETYPE	UA_MOBILEDEVICE	UA_PLATFORM	UA_PLATFORMVERSION	UA_VENDOR	UA_MODEL	UA_OS	UA_OSVERSION	UA_BROWSER	UA_BROWSERVERSION	UA_BROWSERRENDERINGENGINE	FILESJSON	ERRORSJSON
3.666	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520418	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	672	1024	-90	null	c	Banner	0.1667	51.55	Europe/London	United Kingdom	Barking and Dagenham	Dagenham	null	null	null	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
24.577	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520492	Android	4.0.3	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	0	0	843	611	0	null	a	Banner	-3.5226	55.90289	Europe/London	United Kingdom	West Lothian	Livingston	null	null	null	Tablet	Tablet	1	Android	4.0.3	Amazon	Kindle Fire	Android	4.0.3	Amazon Silk	48.2.2	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
16.069	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520532	Android	5.0.2	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	893	768	0	null	a	Banner	-2.73331	53.81669	Europe/London	United Kingdom	Lancashire	Preston	null	null	null	Tablet	Tablet	1	Android	5.0.2	Samsung	SM-P550	Android	5.0.2	Samsung Browser	3.3	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
12.379	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520555	Android	4.4.3	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	466	902	-90	null	c	Banner	0.53329	51.39999	Europe/London	United Kingdom	Medway	Chatham	null	null	null	Tablet	Tablet	1	Android	4.4.3	Amazon	Kindle Fire HDX 7	Android	4.4.3	Amazon Silk	49.2.1	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
4.75	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520583	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	a5b2e4d798331e36a77ef45917c8c1a5	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	1256	980	0	null	c	Banner	-3.00361	51.1284	Europe/London	United Kingdom	Somerset	Bridgwater	null	null	null	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
31.892	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520633	Android	5.1	149d62d213b2dfec327ac2dc3391d0d5	null	d3060a9aa1c1fb9b50ec5ab77b72ab0f	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	1296	982	0	null	a	Banner	-1.42481	50.9171	Europe/London	United Kingdom	Southampton	Southampton	null	null	null	Tablet	Tablet	1	Android	5.1	Acer	B1-830	Android	5.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
21.505	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520624	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	927	768	0	null	a	Banner	-0.28031	51.51739	Europe/London	United Kingdom	London	London	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
2.563	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520638	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	a5b2e4d798331e36a77ef45917c8c1a5	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	610	981	90	null	b	Banner	-2.9516	54.8695	Europe/London	United Kingdom	Cumbria	Carlisle	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	null	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
7.006	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520681	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	729	1024	90	null	c	Banner	-0.36091	51.4684	Europe/London	United Kingdom	Hounslow	Hounslow	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
8.716	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520690	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	729	1024	-90	null	b	Banner	-2.5533	53.07069	Europe/London	United Kingdom	Cheshire East	Nantwich	null	null	null	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
7.672	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520707	IOS	7.1.2	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	928	768	0	null	c	Banner	-1.5	53.3667	Europe/London	United Kingdom	Sheffield	Sheffield	null	null	null	Tablet	Tablet	1	IOS	7.1.2	Apple	iPad	IOS	7.1.2	Safari	7.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
7.483	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520717	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	729	1024	90	null	a	Banner	-3.19651	55.9521	Europe/London	United Kingdom	Edinburgh	Edinburgh	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
9.884	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520790	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	672	1024	-90	null	b	Banner	-0.3333	52.03329	Europe/London	United Kingdom	Bedfordshire	Shefford	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
10.401	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520820	IOS	8.1.3	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	728	1024	0	null	c	Banner	-1.08771	52.97079	Europe/London	United Kingdom	Nottingham	Nottingham	null	null	null	Tablet	Tablet	1	IOS	8.1.3	Apple	iPad	IOS	8.1.3	Safari	8.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
6.673	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520818	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	649	1024	-90	null	a	Banner	-1.26981	50.9143	Europe/London	United Kingdom	Southampton	Southampton	null	null	null	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
7.807	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520842	IOS	9.2	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	985	768	0	null	b	Banner	0.08329	51.4833	Europe/London	United Kingdom	London	London	null	null	null	Tablet	Tablet	1	IOS	9.2	Apple	iPad	IOS	9.2	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
15.974	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520860	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	631	1280	90	null	b	Banner	8	47	null	Europe	null	null	null	null	null	Tablet	Tablet	1	Android	5.1.1	Google	Nexus 10	Android	5.1.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
4.893	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520856	IOS	9.2	149d62d213b2dfec327ac2dc3391d0d5	null	a5b2e4d798331e36a77ef45917c8c1a5	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	706	980	90	null	b	Banner	-1.08651	52.6474	Europe/London	United Kingdom	Leicester	Leicester	null	null	null	Tablet	Tablet	1	IOS	9.2	Apple	iPad	IOS	9.2	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
48.564	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520938	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	728	1024	90	null	b	Banner	-1.3187	54.56849	Europe/London	United Kingdom	Stockton-on-Tees	Stockton-on-tees	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
5.099	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520902	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	9ce28430ec804aa390f626f76fcb2a44	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	905	768	0	null	c	Banner	-3	53.05	Europe/London	United Kingdom	Wrexham	Wrexham	null	null	null	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
20.922	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520950	Android	4.4.2	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	1111	800	180	null	a	Banner	-1.0828	53.9586	Europe/London	United Kingdom	York	York	null	null	null	Tablet	Tablet	1	Android	4.4.2	Lenovo	S8-50F	Android	4.4.2	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
10.234	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459520992	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	672	1024	-90	null	a	Banner	-0.13001	51.5	Europe/London	United Kingdom	null	null	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
9.477	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521012	Android	4.4.2	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	527	960	90	null	c	Banner	-1.3333	52.05	Europe/London	United Kingdom	Oxfordshire	Banbury	null	null	null	Tablet	Tablet	1	Android	4.4.2	Tesco	Hudl 2	Android	4.4.2	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
6.667	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521032	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	162c416f44a04bb4e35ec3a3c94697fb	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	649	990	-90	null	b	Banner	-0.3333	51.75	Europe/London	United Kingdom	Hertford	Saint Albans	null	null	null	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
21.219	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521477	Android	5.0.2	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	679	1280	-90	null	b	Banner	0.32519	51.47569	Europe/London	United Kingdom	Thurrock	Grays	null	null	null	Tablet	Tablet	1	Android	5.0.2	Samsung	SM-T700	Android	5.0.2	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
7.902	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521137	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	928	768	0	null	c	Banner	-1.1317	52.63859	Europe/London	United Kingdom	Leicester	Leicester	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
8.257	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459524746	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	12e17efa2b426e057e39576e63e3d390	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Desktop	MobileWeb	600	300	806	1342	0	null	c	Banner	0.58329	52.0833	Europe/London	United Kingdom	Suffolk	Clare	null	null	null	Desktop	Desktop	null	DesktopPlatform	null	Google	Chrome - Windows	Windows	NT 6.1	Chrome	49.0.2623.110	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
20.195	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521170	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	0	0	1129	800	0	null	b	Banner	-0.05001	53.53329	Europe/London	United Kingdom	North East Lincolnshire	Grimsby	null	null	null	Tablet	Tablet	1	Android	5.1.1	Amazon	Fire HD 10 (2015)	Android	5.1.1	Chrome Mobile	41.51020.2250.0268	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
11.2	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521244	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	a5b2e4d798331e36a77ef45917c8c1a5	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	697	980	-90	null	a	Banner	-0.5	51.85	Europe/London	United Kingdom	Bedfordshire	Kensworth	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
8.409	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521259	Android	5.0	149d62d213b2dfec327ac2dc3391d0d5	null	a5b2e4d798331e36a77ef45917c8c1a5	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	1214	980	0	null	c	Banner	-2.13331	52.4667	Europe/London	United Kingdom	Dudley	Stourbridge	null	null	null	Tablet	Tablet	1	Android	5.0	Asus	Z580C (P01M)	Android	5.0	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
10.34	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521282	Android	5.0.1	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	1111	800	-90	null	b	Banner	-0.09411	51.5144	Europe/London	United Kingdom	London	London	null	null	null	Tablet	Tablet	1	Android	5.0.1	Lenovo	1050F	Android	5.0.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
6.925	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521314	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	a5b2e4d798331e36a77ef45917c8c1a5	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	697	980	-90	null	c	Banner	-0.09411	51.5144	Europe/London	United Kingdom	London	London	null	null	null	Tablet	Tablet	1	IOS	9.2.1	Apple	iPad	IOS	9.2.1	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
8.277	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521362	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	928	768	0	null	b	Banner	-1.42481	50.9171	Europe/London	United Kingdom	Southampton	Southampton	null	null	null	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
3.551	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521371	IOS	7.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	162c416f44a04bb4e35ec3a3c94697fb	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	867	1320	-90	null	b	Banner	-3.47721	51.2053	Europe/London	United Kingdom	Somerset	Minehead	null	null	null	Tablet	Tablet	1	IOS	7.1.1	Apple	iPad	IOS	7.1.1	Safari	7.0	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
14.185	7d3cb2b84e75bd6ff0b644b34860f4e9	63c0b0e85ff33bd3dd384208d3b39290	41b1cf275aad645f076cfadac321864a	ccc6cade9e6ef1e9cbef01c239c2d24c	1459521412	Android	6.0.1	149d62d213b2dfec327ac2dc3391d0d5	null	1bdaf5bba3ea9d99d14ec6a8dcd28b9e	79a633437974c47dfbe937dbdb28a6b0	null	Tablet	Tablet	MobileWeb	600	300	888	600	0	null	c	Banner	8	47	null	Europe	null	null	null	null	null	Tablet	Tablet	1	Android	6.0.1	Google	Nexus 7	Android	6.0.1	Chrome Mobile	49.0.2623.91	WebKit	[{"type":"image","size":13989},{"type":"image","size":10216},{"type":"image","size":10706},{"type":"image","size":2677},{"type":"image","size":4454}]	[]
